uid,person,class,annoId
652144,2,1,245647
652145,2,1,245648
652146,2,1,245649
652147,2,1,245650
652148,2,1,245651
652149,2,1,245652
652150,2,1,245653
652151,2,1,245654
652152,2,1,245655
652153,2,1,245656
652154,2,1,245657
652155,2,1,245658
652156,2,1,245659
652157,2,1,245660
652158,2,1,245661
652159,2,1,245662
652160,2,1,245663
652161,2,1,245664
652162,2,1,245665
652163,2,1,245666
652164,2,1,245667
652165,2,1,245668
652166,2,1,245669
652167,2,1,245670
652168,2,1,245671
652169,2,1,245672
652170,2,4,245673
652171,2,1,245674
652172,2,1,245675
652173,2,1,245676
652174,2,1,245677
652175,2,1,245678
652176,2,1,245679
652177,2,1,245680
652178,2,4,245681
652179,2,4,245682
652180,2,4,245683
652181,2,4,245684
652182,2,1,245685
652183,2,1,245686
652184,2,1,245687
652185,2,1,245688
652186,2,1,245689
652187,2,1,245690
652188,2,1,245691
652189,2,1,245692
652190,2,1,245693
652191,2,1,245694
652192,2,1,245695
652193,2,1,245696
652194,2,1,245697
652195,2,1,245698
652196,2,1,245699
652197,2,1,245700
652198,2,1,245701
652199,2,1,245702
652200,2,1,245703
652201,2,1,245704
652202,2,1,245705
652203,2,1,245706
652204,2,1,245707
652205,2,1,245708
652206,2,1,245709
652207,2,1,245710
652208,2,1,245711
652209,2,1,245712
652210,2,1,245713
652211,2,1,245714
652212,2,1,245715
652213,2,1,245716
652214,2,1,245717
652215,2,1,245718
652216,2,1,245719
652217,2,1,245720
652218,2,1,245721
652219,2,1,245722
652220,2,1,245723
652221,2,1,245724
652222,2,1,245725
652223,2,1,245726
652224,2,1,245727
652225,2,1,245728
652226,2,1,245729
652227,2,4,245730
652228,2,1,245731
652229,2,1,245732
652230,2,4,245733
652231,2,4,245734
652232,2,4,245735
652233,2,4,245736
652234,2,4,245737
652235,2,4,245738
652236,2,4,245739
652237,2,1,245740
652238,2,1,245741
652239,2,1,245742
652240,2,1,245743
652241,2,1,245744
652242,2,1,245745
652243,2,1,245746
652244,2,1,245747
652245,2,1,245748
652246,2,1,245749
652247,2,1,245750
652248,2,1,245751
652249,2,1,245752
652250,2,1,245753
652251,2,1,245754
652252,2,1,245755
652253,2,1,245756
652254,2,1,245757
652255,2,1,245758
652256,2,1,245759
652257,2,1,245760
652258,2,1,245761
652259,2,1,245762
652260,2,1,245763
652261,2,1,245764
652262,2,1,245765
652263,2,1,245766
652264,2,1,245767
652265,2,1,245768
652266,2,1,245769
652267,2,4,245770
652268,2,4,245771
652269,2,4,245772
652270,2,4,245773
652271,2,4,245774
652272,2,1,245775
652273,2,1,245776
652274,2,1,245777
652275,2,1,245778
652276,2,1,245779
652277,2,1,245780
652278,2,1,245781
652279,2,1,245782
652280,2,1,245783
652281,2,1,245784
652282,2,1,245785
652283,2,1,245786
652284,2,1,245787
652285,2,1,245788
652286,2,1,245789
652287,2,1,245790
652288,2,1,245791
652289,2,1,245792
652290,2,1,245793
652291,2,1,245794
652292,2,1,245795
652293,2,1,245796
652294,2,1,245797
652295,2,1,245798
652296,2,1,245799
652297,2,1,245800
652298,2,1,245801
652299,2,1,245802
652300,2,1,245803
652301,2,1,245804
652302,2,1,245805
652303,2,1,245806
652304,2,1,245807
652305,2,1,245808
652306,2,1,245809
652307,2,1,245810
652308,2,1,245811
652309,1,1,245810
652310,1,1,245809
652311,1,1,245808
652312,1,1,245811
652313,1,4,245115
652314,1,4,245127
652315,1,4,245118
652316,1,4,245125
652317,1,4,245126
652318,1,4,245382
652319,1,4,245383
652320,1,4,245384
652321,1,4,245378
652322,1,4,245377
652323,1,4,245376
652324,1,4,245375
652325,1,3,245374
652326,1,4,245116
652327,1,4,245114
652328,1,4,245117
652329,1,4,245124
652330,1,4,245123
652331,1,1,245381
652332,1,1,245369
652333,1,1,245368
652334,1,1,245367
652335,1,1,245380
652336,1,1,245372
652337,1,4,245562
652338,1,4,245561
652339,1,4,245565
652340,1,4,245566
652341,1,4,245557
652342,1,4,245567
652343,1,4,245560
652344,1,4,245558
652345,1,1,245559
652346,1,1,245653
652347,1,1,245669
652348,1,1,245670
652349,1,1,245676
652350,1,1,245671
652351,1,1,245657
652352,1,1,245689
652353,1,1,245395
652354,1,1,245172
652355,1,1,245167
652356,1,1,245165
652357,1,1,245160
652358,1,1,245162
652359,1,1,245161
652360,1,1,245170
652361,1,1,245672
652362,1,1,245168
652363,1,1,245403
652364,1,1,245393
652365,1,4,245396
652366,1,4,245397
652367,1,4,245398
652368,1,1,245169
652369,1,4,245402
652370,1,4,245173
652371,1,4,245501
652372,1,4,245500
652373,1,4,245192
652374,1,4,245191
652375,1,4,245205
652376,1,4,245204
652377,1,4,245203
652378,1,4,245196
652379,1,4,245195
652380,1,4,245194
652381,1,4,245193
652382,1,4,245202
652383,1,4,245201
652384,1,4,245200
652385,1,1,245198
652386,1,1,245199
652387,1,1,245206
652388,1,1,245766
652389,1,1,245424
652390,1,1,245425
652391,1,1,245812
652392,1,1,245763
652393,1,1,245767
652394,2,1,245812
652395,1,1,245553
652396,1,1,245768
652397,1,1,245554
652398,1,1,245765
652399,1,1,245764
652400,1,1,245252
652401,1,1,245596
652402,1,1,245595
652403,1,1,245597
652404,1,4,245603
652405,1,4,245602
652406,1,4,245598
652407,1,4,245599
652408,1,4,245600
652409,1,4,245601
652410,1,4,245587
652411,1,4,245586
652412,1,4,245343
652413,1,4,245344
652414,1,4,245345
652415,1,4,245346
652416,1,4,245347
652417,1,4,245333
652418,1,4,245334
652419,1,4,245335
652420,1,4,245336
652421,1,4,245332
652422,1,4,245584
652423,1,4,245331
652424,1,4,245337
652425,1,4,245339
652426,1,4,245338
652427,1,4,245585
652428,1,4,245340
652429,1,4,245341
652430,1,4,245581
652431,1,4,245342
652432,1,1,245530
652433,1,1,245529
652434,1,4,245536
652435,1,4,245535
652436,1,4,245532
652437,1,4,245531
652438,1,4,245533
652439,1,4,245534
652440,1,4,245441
652441,1,1,245813
652442,1,1,245747
652443,1,1,245741
652444,1,1,245740
652445,1,1,245742
652446,1,1,245250
652447,1,1,245249
652448,1,4,245739
652449,1,4,245297
652450,1,4,245300
652451,1,4,245301
652452,1,4,245294
652453,1,1,245464
652454,1,1,245465
652455,1,1,245295
652456,1,1,245296
652457,1,4,245298
652458,1,4,245299
652459,1,4,245271
652460,1,4,245260
652461,1,4,245259
652462,1,4,245258
652463,1,4,245255
652464,1,4,245257
652465,1,4,245256
652466,1,4,245272
652467,1,1,245254
652468,1,1,245253
652469,1,4,245267
652470,1,4,245266
652471,1,1,245316
652472,1,1,245473
652473,1,1,245474
652474,1,1,245656
652475,1,1,245814
652476,1,1,245686
652477,1,1,245685
652478,1,1,245687
652479,1,1,245618
652480,1,4,245365
652481,1,4,245363
652482,1,4,245364
652483,1,4,245313
652484,1,4,245366
652485,1,1,245789
652486,1,1,245787
652487,1,1,245779
652488,1,1,245788
652489,1,1,245752
652490,1,1,245754
652491,1,1,245753
652492,1,1,245751
652493,1,1,245755
652494,1,4,245321
652495,1,4,245322
652496,1,4,245320
652497,1,4,245111
652498,1,4,245109
652499,1,4,245459
652500,1,4,245110
652501,1,4,245103
652502,1,4,245102
652503,1,1,245756
652504,1,4,245113
652505,1,4,245112
652506,1,1,245693
652507,1,1,245815
652508,1,1,245697
652509,1,1,245158
652510,1,1,245157
652511,1,1,245692
652512,1,1,245691
652513,1,1,245696
652514,1,1,245488
652515,1,1,245816
652516,1,1,245817
652517,1,1,245818
652518,1,1,245695
652519,1,1,245690
652520,1,1,245694
652521,1,4,245498
652522,1,4,245497
652523,1,4,245491
652524,1,4,245495
652525,1,4,245496
652526,1,1,245348
652527,1,1,245485
652528,1,1,245349
652529,1,4,245481
652530,1,4,245482
652531,1,1,245588
652532,1,1,245594
652533,1,1,245593
652534,1,1,245084
652535,1,1,245475
652536,1,1,245083
652537,1,4,245591
652538,1,4,245592
652539,1,1,245292
652540,1,1,245291
652541,1,4,245293
652542,1,1,245311
652543,1,1,245310
652544,1,1,245308
652545,1,1,245309
652546,1,1,245228
652547,1,4,245121
652548,1,4,245122
652549,1,4,245119
652550,1,4,245120
652551,1,4,245129
652552,1,4,245819
652553,1,4,245128
652554,1,4,245209
652555,1,4,245217
652556,1,4,245218
652557,1,4,245219
652558,1,4,245216
652559,1,1,245251
652560,1,4,245263
652561,1,4,245264
652562,1,4,245262
652563,1,4,245269
652564,1,4,245270
652565,1,4,245261
652566,1,1,245700
652567,1,1,245470
652568,1,4,245153
652569,1,4,245154
652570,1,1,245604
652571,1,4,245152
652572,1,4,245151
652573,1,1,245526
652574,1,1,245523
652575,1,4,245524
652576,1,4,245525
652577,1,4,245542
652578,1,4,245540
652579,1,4,245539
652580,1,4,245550
652581,1,4,245551
652582,1,4,245543
652583,1,1,245538
652584,1,4,245541
652585,1,1,245820
652586,1,1,245215
652587,1,1,245213
652588,1,1,245212
652589,1,1,245214
652590,1,4,245091
652591,1,4,245088
652592,1,4,245087
652593,1,4,245092
652594,1,4,245090
652595,1,4,245086
652596,1,4,245093
652597,1,4,245305
652598,1,4,245304
652599,1,4,245303
652600,1,4,245307
652601,1,1,245149
652602,1,1,245148
652603,1,1,245142
652604,1,1,245323
652605,1,1,245145
652606,1,1,245146
652607,1,1,245821
652608,1,1,245147
652609,1,1,245143
652610,1,1,245822
652611,1,1,245144
652612,1,1,245823
652613,1,1,245324
652614,1,1,245325
652616,1,1,245422
652617,1,1,245423
652618,1,1,245421
652619,1,4,245626
652620,1,4,245825
652621,1,4,245625
652622,1,4,245624
652623,1,4,245627
652624,1,4,245623
652625,1,4,245385
652626,1,4,245386
652627,1,4,245387
652628,1,4,245389
652629,1,4,245390
652630,1,4,245391
652631,1,4,245388
652632,1,4,245613
652633,1,4,245611
652634,1,1,245605
652635,1,1,245826
652636,1,4,245609
652637,1,4,245610
652638,1,4,245607
652639,1,4,245608
652640,1,4,245606
652641,1,1,245164
652642,1,1,245290
652643,1,1,245171
652644,1,1,245289
652645,1,1,245288
652646,1,1,245394
652647,1,1,245483
652648,1,1,245703
652649,1,4,245478
652650,1,4,245479
652651,1,4,245480
652652,1,1,245484
652653,1,1,245827
652654,1,4,245828
652655,1,4,245829
652656,1,1,245081
652657,1,1,245830
652658,1,1,245831
652659,1,1,245743
652660,1,1,245750
652661,1,1,245745
652662,1,1,245748
652663,1,4,245832
652664,1,4,245833
652665,1,4,245834
652666,1,1,245835
652667,1,1,245749
652668,1,1,245312
652669,1,1,245223
652670,1,1,245226
652671,1,1,245227
652672,1,1,245225
652673,1,1,245224
652674,1,1,245222
652675,1,1,245370
652676,1,1,245650
652677,1,1,245651
652678,1,1,245371
652679,1,4,245379
652680,1,1,245100
652681,1,1,245099
652682,1,4,245356
652683,1,4,245176
652684,1,4,245175
652685,1,4,245180
652686,1,1,245351
652687,1,1,245352
652688,1,4,245177
652689,1,4,245179
652690,1,4,245357
652691,1,4,245178
652692,1,4,245181
652693,1,1,245234
652694,1,1,245232
652695,1,1,245233
652696,1,1,245236
652697,1,1,245699
652698,1,4,245490
652699,1,4,245489
652700,1,1,245836
652701,1,1,245698
652702,1,4,245494
652703,1,1,245235
652704,1,4,245735
652705,1,4,245738
652706,1,4,245734
652707,1,4,245837
652708,1,4,245733
652709,1,4,245737
652710,1,4,245439
652711,1,4,245440
652712,1,4,245438
652713,1,4,245736
652714,1,1,245802
652715,1,1,245800
652716,1,1,245799
652717,1,1,245796
652718,1,1,245795
652719,1,1,245798
652720,1,1,245797
652721,1,1,245801
652722,1,1,245220
652723,1,1,245221
652724,1,1,245637
652725,1,1,245636
652726,1,4,245574
652727,1,4,245571
652728,1,4,245569
652729,1,4,245572
652730,1,4,245573
652731,1,4,245570
652732,1,4,245106
652733,1,4,245101
652734,1,4,245354
652735,1,4,245107
652736,1,4,245353
652737,1,4,245359
652738,1,4,245358
652739,1,4,245355
652740,1,1,245471
652741,1,1,245556
652742,1,1,245769
652743,1,1,245555
652744,1,1,245503
652745,1,1,245577
652746,1,1,245578
652747,1,4,245515
652748,1,4,245514
652749,1,4,245517
652750,1,4,245516
652751,1,4,245518
652752,1,4,245513
652753,1,4,245509
652754,1,4,245510
652755,1,4,245511
652756,1,4,245512
652757,1,4,245448
652758,1,1,245447
652759,1,1,245445
652760,1,1,245442
652761,1,1,245419
652762,1,4,245450
652763,1,4,245449
652764,1,1,245418
652765,1,4,245451
652766,1,4,245452
652767,1,4,245453
652768,1,1,245664
652769,1,1,245662
652770,1,1,245661
652771,1,1,245663
652772,1,1,245659
652773,1,1,245667
652774,1,1,245658
652775,1,1,245793
652776,1,1,245668
652777,1,1,245665
652778,1,1,245230
652779,1,1,245082
652780,1,1,245229
652781,1,1,245237
652782,1,4,245244
652783,1,1,245791
652784,1,1,245537
652785,1,1,245726
652786,1,1,245725
652787,1,1,245729
652788,1,1,245728
652789,1,1,245727
652790,1,1,245302
652791,1,4,245089
652792,1,1,245435
652793,1,4,245242
652794,1,4,245241
652795,1,1,245436
652796,1,1,245186
652797,1,4,245189
652798,1,4,245188
652799,1,4,245187
652800,1,4,245190
652801,1,4,245431
652802,1,4,245432
652803,1,4,245582
652804,1,4,245838
652805,1,4,245580
652806,1,4,245583
652807,1,4,245412
652808,1,4,245417
652809,1,4,245411
652810,1,4,245416
652811,1,4,245135
652812,1,4,245136
652813,1,4,245137
652814,1,4,245138
652815,1,4,245139
652816,1,4,245140
652817,1,4,245141
652818,1,4,245132
652819,1,4,245133
652820,1,4,245134
652821,1,4,245131
652822,1,4,245130
652823,1,4,245502
652824,1,1,245499
652825,1,1,245528
652826,1,1,245466
652827,1,1,245527
652828,1,4,245239
652829,1,1,245238
652830,1,4,245240
652831,1,4,245243
652832,1,1,245245
652833,1,4,245319
652834,1,4,245317
652835,1,4,245318
652836,1,1,245286
652837,1,1,245287
652838,1,1,245731
652839,1,1,245732
652840,1,1,245405
652841,1,1,245404
652842,1,1,245715
652843,1,1,245713
652844,1,1,245714
652845,1,1,245717
652846,1,1,245712
652847,1,1,245710
652848,1,1,245711
652849,1,4,245461
652850,1,1,245716
652851,1,1,245678
652852,1,1,245679
652853,1,1,245616
652854,1,1,245617
652855,1,1,245761
652856,1,1,245762
652857,1,1,245614
652858,1,1,245615
652859,1,1,245757
652860,1,1,245677
652861,1,4,245492
652862,1,4,245493
652863,1,1,245182
652864,1,4,245522
652865,1,4,245521
652866,1,4,245520
652867,1,1,245688
652868,1,4,245399
652869,1,4,245400
652870,1,4,245401
652871,1,4,245268
652872,1,4,245265
652873,1,1,245361
652874,1,1,245462
652875,1,1,245463
652876,1,4,245392
652877,1,1,245211
652878,1,1,245426
652879,1,1,245427
652880,1,1,245155
652881,1,1,245156
652882,1,1,245722
652883,1,1,245724
652884,1,1,245723
652885,1,4,245095
652886,1,4,245579
652887,1,1,245721
652888,1,1,245098
652889,1,1,245096
652890,1,1,245097
652891,1,4,245771
652892,1,4,245770
652893,1,4,245773
652894,1,4,245772
652895,1,4,245774
652896,1,1,245467
652897,1,1,245707
652898,1,1,245705
652899,1,1,245706
652900,1,1,245704
652901,1,1,245701
652902,1,1,245702
652903,1,1,245709
652904,1,1,245708
652905,1,4,245504
652906,1,4,245505
652907,1,4,245506
652908,1,4,245507
652909,1,4,245508
652910,1,1,245247
652911,1,1,245248
652912,1,1,245437
652913,1,4,245278
652914,1,4,245279
652915,1,4,245280
652916,1,4,245277
652917,1,4,245275
652918,1,4,245276
652919,1,4,245274
652920,1,4,245283
652921,1,4,245281
652922,1,4,245282
652923,1,1,245284
652924,1,1,245285
652925,1,1,245674
652926,1,1,245675
652927,1,1,245652
652928,1,1,245654
652929,1,1,245655
652930,1,4,245673
652931,1,4,245622
652932,1,4,245620
652933,1,1,245621
652934,1,1,245785
652935,1,1,245783
652936,1,1,245778
652937,1,1,245784
652938,1,1,245786
652939,1,1,245759
652940,1,1,245758
652941,1,1,245746
652942,1,1,245744
652943,1,1,245407
652944,1,4,245408
652945,1,4,245413
652946,1,4,245410
652947,1,4,245409
652948,1,4,245415
652949,1,4,245414
652950,1,4,245642
652951,1,4,245839
652952,1,4,245641
652953,1,4,245640
652954,1,4,245639
652955,1,4,245183
652956,1,4,245185
652957,1,4,245184
652958,1,1,245469
652959,1,1,245468
652960,1,1,245680
652961,1,4,245684
652962,1,4,245683
652963,1,4,245682
652964,1,4,245681
652965,1,1,245150
652966,1,1,245803
652967,1,4,245210
652968,1,4,245546
652969,1,4,245544
652970,1,4,245547
652971,1,4,245549
652972,1,4,245548
652973,1,1,245782
652974,1,1,245781
652975,1,1,245775
652976,1,1,245776
652977,1,1,245777
652978,1,1,245780
652979,1,1,245760
652980,1,1,245619
652981,1,4,245458
652982,1,4,245108
652983,1,1,245159
652984,1,1,245163
652985,1,1,245166
652986,1,1,245660
652987,1,4,245629
652988,1,4,245630
652989,1,4,245631
652990,1,4,245632
652991,1,4,245079
652992,1,4,245080
652993,1,1,245633
652994,1,1,245806
652995,1,1,245804
652996,1,1,245807
652997,1,1,245792
652998,1,1,245805
652999,1,1,245720
653000,1,1,245330
653001,1,1,245718
653002,1,1,245719
653003,1,1,245443
653004,1,1,245444
653005,1,1,245434
653006,1,4,245454
653007,1,4,245576
653008,1,4,245575
653009,1,4,245545
653010,1,1,245327
653011,1,1,245326
653012,1,1,245328
653013,1,4,245568
653014,1,4,245314
653015,1,4,245315
653016,1,1,245589
653017,1,1,245590
653018,1,1,245644
653019,1,1,245646
653020,1,1,245643
653021,1,1,245645
653022,1,4,245487
653023,1,4,245486
653024,1,4,245460
653025,1,4,245428
653026,1,4,245429
653027,1,4,245197
653028,1,1,245790
653029,1,4,245104
653030,1,4,245105
653031,1,1,245472
653032,1,1,245648
653033,1,1,245647
653034,1,1,245420
653035,1,1,245406
653036,1,1,245634
653037,1,4,245840
653038,1,4,245841
653039,1,4,245842
653040,1,4,245843
653041,1,4,245844
653042,1,4,245845
653043,1,4,245846
653044,1,4,245847
653045,1,4,245848
653046,1,4,245849
653047,1,4,245850
653048,1,4,245851
653049,1,4,245852
653050,1,4,245853
653051,1,4,245854
653052,1,4,245855
653053,1,4,245856
653054,1,4,245857
653055,1,4,245858
653056,1,4,245859
653057,1,4,245860
653058,1,4,245861
653059,1,4,245862
653060,1,4,245863
653061,1,4,245864
653062,1,4,245865
653063,1,4,245866
653064,1,4,245635
653065,1,4,245867
653066,1,4,245868
653067,1,4,245869
653068,1,4,245870
653069,1,4,245871
653070,1,4,245872
653071,1,4,245873
653072,1,4,245519
653073,1,1,245649
653074,1,1,245552
653075,1,1,245666
653076,1,1,245628
653077,1,1,245085
653078,1,1,245329
653079,1,4,245563
653080,1,4,245564
653081,1,4,245362
653082,1,4,245612
653083,1,1,245094
653084,1,4,245207
653085,1,4,245208
653086,1,1,245246
653087,1,4,245730
653088,1,4,245456
653089,1,4,245457
653090,1,1,245455
653091,1,1,245794
653092,1,1,245446
653093,1,1,245430
653094,1,4,245174
653095,1,1,245476
653096,1,4,245273
653097,1,1,245433
653098,1,1,245477
653099,1,4,245306
653100,1,4,245638
653101,1,1,245360
653102,1,4,245874
653103,1,4,245875
653104,1,4,245876
653105,1,4,245877
653106,1,4,245878
653107,1,4,245879
653108,1,4,245880
653109,1,4,245881
653110,1,4,245882
653111,1,4,245883
653112,1,4,245884
653113,1,4,245885
653114,1,4,245886
653115,1,4,245887
653116,1,4,245888
653117,1,4,245889
653118,1,4,245890
653119,1,4,245891
653120,1,4,245892
653121,1,4,245893
653122,1,4,245894
653123,1,4,245895
653124,1,4,245896
653125,1,4,245897
653126,1,4,245898
653127,1,4,245899
653128,1,4,245900
653129,1,4,245901
653130,1,4,245902
653131,1,4,245903
653132,1,4,245904
653133,1,4,245905
653134,1,4,245906
653135,1,4,245907
653136,1,4,245908
653137,1,4,245909
653138,1,4,245910
653139,1,4,245911
653140,1,4,245912
653141,1,4,245913
653142,1,4,245914
653143,1,4,245915
653144,1,4,245916
653145,1,4,245917
653146,1,4,245918
653147,1,4,245919
653148,1,4,245920
653149,1,4,245921
653150,1,4,245922
653151,1,4,245923
653152,1,4,245924
653153,1,4,245925
653154,1,4,245926
653155,1,4,245927
653156,1,4,245928
653157,1,4,245929
653158,1,4,245930
653159,1,4,245931
653160,1,4,245932
653161,1,4,245933
653162,1,4,245934
653163,1,4,245935
653164,1,4,245936
653165,1,4,245937
653166,1,4,245938
653167,1,4,245939
653168,1,4,245940
653169,1,4,245941
653170,1,4,245942
653171,1,4,245943
653172,1,4,245944
653173,1,4,245945
653174,1,4,245946
653175,1,4,245947
653176,1,4,245948
653177,1,4,245949
653178,1,4,245950
653179,1,4,245951
653180,1,4,245952
653181,1,4,245953
653182,1,4,245954
653183,1,4,245955
653184,1,4,245956
653185,1,4,245957
653186,1,4,245958
653187,1,4,245959
653188,1,4,245960
653189,1,4,245961
653190,1,4,245962
653191,1,4,245963
653192,1,4,245964
653193,1,4,245965
653194,1,4,245966
653195,1,4,245967
653196,1,4,245968
653197,1,4,245969
653198,1,4,245970
653199,1,4,245971
653200,1,4,245972
653201,1,4,245973
653202,1,4,245974
653203,1,4,245975
653204,1,4,245976
653205,1,4,245977
653206,1,4,245978
653207,1,4,245979
653208,1,4,245980
653209,1,4,245981
653210,1,4,245982
653211,1,4,245983
653212,1,4,245984
653213,1,4,245985
653214,1,4,245986
653215,1,4,245987
653216,1,4,245988
653217,1,4,245989
653218,1,4,245990
653219,1,4,245991
653220,1,4,245992
653221,1,4,245993
653222,1,4,245994
653223,1,4,245995
653224,1,4,245996
653225,1,4,245997
653226,1,4,245998
653227,1,4,245999
653228,1,4,246000
653229,1,4,246001
653230,1,4,246002
653231,1,4,246003
653232,1,4,246004
653233,1,4,246005
653234,1,4,246006
653235,1,4,246007
653236,1,4,246008
653237,1,4,246009
653238,1,4,246010
653239,1,4,246011
653240,1,4,246012
653241,1,4,246013
653242,1,4,246014
653243,1,4,246015
653244,1,4,246016
653245,1,4,246017
653246,1,4,246018
653247,1,4,246019
653248,1,4,246020
653249,1,4,246021
653250,1,4,246022
653251,1,4,246023
653252,1,4,246024
653253,1,4,246025
653254,1,4,246026
653255,1,4,246027
653256,1,4,246028
653257,1,4,246029
653258,1,4,246030
653259,1,4,246031
653260,1,4,246032
653261,1,4,246033
653262,1,4,246034
653263,1,4,246035
653265,1,4,246037
653266,1,4,246038
653267,1,4,246039
653268,1,4,246040
653269,1,4,246041
653270,1,4,246042
653271,1,4,246043
653272,1,4,246044
653273,1,4,246045
653274,1,4,246046
653275,1,4,246047
653276,1,4,246048
653277,1,4,246049
653278,1,4,246050
653279,1,4,246051
653280,1,4,246052
653281,1,4,246053
653282,1,4,246054
653283,1,4,246055
653284,1,4,246056
653285,1,4,246057
653286,1,4,246058
653287,1,4,246059
653288,1,4,246060
653289,1,4,246061
653290,1,4,246062
653291,1,4,246063
653292,1,4,246064
653293,1,4,246065
653294,1,4,246066
653295,1,4,246067
653296,1,4,246068
653297,1,4,246069
653298,1,4,246070
653299,1,4,246071
653300,1,4,246072
653301,1,4,246073
653302,1,4,246074
653303,1,4,246075
653304,1,4,246076
653305,1,4,246077
653306,1,4,246078
653307,1,4,246079
653308,1,4,246080
653309,1,4,246081
653310,1,4,246082
653311,1,4,246083
653312,1,4,246084
653313,1,4,246085
653314,1,4,246086
653315,1,4,246087
653316,1,4,246088
653317,1,4,246089
653318,1,4,246090
653319,1,4,246091
653320,1,4,246092
653321,1,4,246093
653322,1,4,246094
653323,1,4,246095
653324,1,4,246096
653325,1,4,246097
653326,1,4,246098
653327,1,4,246099
653328,1,4,246100
653329,1,4,246101
653330,1,4,246102
653331,1,4,246103
653332,1,4,246104
653333,1,4,246105
653334,1,4,246106
653335,1,4,246107
653336,1,4,246108
653337,1,4,246109
653338,1,4,246110
653339,1,4,246111
653340,1,4,246112
653341,1,4,246113
653342,1,4,246114
653343,1,4,246115
653344,1,4,246116
653345,1,4,246117
653346,1,4,246118
653347,1,4,246119
653348,1,4,246120
653349,1,4,246121
653350,1,4,246122
653351,1,4,246123
653352,1,4,246124
653353,1,4,246125
653354,1,4,246126
653355,1,4,246127
653356,1,4,246128
653357,1,4,246129
653358,1,4,246130
653359,1,4,246131
653360,1,4,246132
653361,1,4,246133
653362,1,4,246134
653363,1,4,246135
653364,1,4,246136
653365,1,4,246137
653366,1,4,246138
653367,1,4,246139
653368,1,4,246140
653369,1,4,246141
653370,1,4,246142
653371,1,4,246143
653372,1,4,246144
653373,1,4,246145
653374,1,4,246146
653375,1,4,246147
653376,1,4,246148
653377,1,4,246149
653378,1,4,246150
653379,1,4,246151
653380,1,4,246152
653381,1,4,246153
653382,1,4,246154
653383,1,4,246155
653384,1,4,246156
653385,1,4,246157
653386,1,4,246158
653387,1,4,246159
653388,1,4,246160
653389,1,4,246161
653390,1,4,246162
653391,1,4,246163
653392,1,4,246164
653393,1,4,246165
653394,1,4,246166
653395,1,4,246167
653396,1,4,246168
653397,1,4,246169
653398,1,4,246170
653399,1,4,246171
653400,1,4,246172
653401,1,4,246173
653402,1,4,246174
653403,1,4,246175
653404,1,4,246176
653405,1,4,246177
653406,1,4,246178
653407,1,4,246179
653408,1,4,246180
653409,1,4,246181
653410,1,4,246182
653411,1,4,246183
653412,1,4,246184
653413,1,4,246185
653414,1,4,246186
653415,1,4,246187
653416,1,4,246188
653417,1,4,246189
653418,1,4,246190
653419,1,4,246191
653420,1,4,246192
653421,1,4,246193
653422,1,4,246194
653423,1,4,246195
653424,1,4,246196
653425,1,4,246197
653426,1,4,246198
653427,1,4,246199
653428,1,4,246200
653429,1,4,246201
653430,1,4,246202
653431,1,4,246203
653432,1,4,246204
653433,1,4,246205
653434,1,4,246206
653435,1,4,246207
653436,1,4,246208
653437,1,4,246209
653438,1,4,246210
653439,1,4,246211
653440,1,4,246212
653441,1,4,246213
653442,1,4,246214
653443,1,4,246215
653444,1,4,246216
653445,1,4,246217
653446,1,4,246218
653447,1,4,246219
653448,1,4,246220
653449,1,4,246221
653450,1,4,246222
653451,1,4,246223
653452,1,4,246224
653453,1,4,246225
653454,1,4,246226
653455,1,4,246227
653456,1,4,246228
653457,1,4,246229
653458,1,4,246230
653459,1,4,246231
653460,1,4,246232
653461,1,4,246233
653462,1,4,246234
653463,1,4,246235
653464,1,4,246236
653465,1,4,246237
653466,1,4,246238
653467,1,4,246239
653468,1,4,246240
653469,1,4,246241
653470,1,4,246242
653471,1,4,246243
653472,1,4,246244
653473,1,4,246245
653474,1,4,246246
653475,1,4,246247
653476,1,4,246248
653477,1,4,246249
653478,1,4,246250
653479,1,4,246251
653480,1,4,246252
653481,1,4,246253
653482,1,4,246254
653483,1,4,246255
653484,1,4,246256
653485,1,4,246257
653486,1,4,246258
653487,1,4,246259
653488,1,4,246260
653489,1,4,246261
653490,1,4,246262
653491,1,4,246263
653492,1,4,246264
653493,1,4,246265
653494,1,4,246266
653495,1,4,246267
653496,1,4,246268
653497,1,4,246269
653498,1,4,246270
653499,1,4,246271
653500,1,4,246272
653501,1,4,246273
653502,1,4,246274
653503,1,4,246275
653504,1,4,246276
653505,1,4,246277
653506,1,4,246278
653507,1,4,246279
653508,1,4,246280
653509,1,4,246281
653510,1,4,246282
653511,1,4,246283
653512,1,4,246284
653513,1,4,246285
653514,1,4,246286
653515,1,4,246287
653516,1,4,246288
653517,1,4,246289
653518,1,4,246290
653519,1,4,246291
653520,1,4,246292
653521,1,4,246293
653522,1,4,246294
653523,1,4,246295
653524,1,4,246296
653525,1,4,246297
653526,1,4,246298
653527,1,4,246299
653528,1,4,246300
653529,1,4,246301
653530,1,4,246302
653531,1,4,246303
653532,1,4,246304
653533,1,4,246305
653534,1,4,246306
653535,1,4,246307
653536,1,4,246308
653537,1,4,246309
653538,1,4,246310
653539,1,4,246311
653540,1,4,246312
653541,1,4,246313
653542,1,4,246314
653543,1,4,246315
