uid,coordinateX,coordinateY,slide,annoId,orderIdx
187182,42579,50100,14,187182,1.0
187183,42774,50051,14,187183,1.0
187184,42709,49777,14,187184,1.0
187185,42720,49802,14,187185,1.0
187186,42164,50118,14,187186,1.0
187188,41654,49374,14,187188,1.0
187189,42840,50262,14,187189,1.0
187190,42818,50299,14,187190,1.0
187191,42971,50206,14,187191,1.0
187192,43017,50115,14,187192,1.0
187193,42651,50214,14,187193,1.0
187194,42632,50252,14,187194,1.0
187195,42765,50182,14,187195,1.0
187196,42515,50484,14,187196,1.0
187197,42556,50468,14,187197,1.0
187198,42256,50431,14,187198,1.0
187199,42210,50470,14,187199,1.0
187201,42744,50549,14,187201,1.0
187202,42729,50506,14,187202,1.0
187203,42770,50472,14,187203,1.0
187204,42761,50363,14,187204,1.0
187205,42766,50330,14,187205,1.0
187206,42699,50334,14,187206,1.0
187207,42685,50359,14,187207,1.0
187208,42956,50302,14,187208,1.0
187209,43017,50258,14,187209,1.0
187210,43027,50215,14,187210,1.0
187211,41758,49905,14,187211,1.0
187212,41728,49915,14,187212,1.0
187213,41693,49980,14,187213,1.0
187214,41700,50499,14,187214,1.0
187215,42617,50579,14,187215,1.0
187216,42468,50615,14,187216,1.0
187217,42331,50818,14,187217,1.0
187218,42408,50950,14,187218,1.0
187219,42418,51011,14,187219,1.0
187221,41877,50925,14,187221,1.0
187222,41895,50871,14,187222,1.0
187223,41820,50856,14,187223,1.0
187224,41691,50193,14,187224,1.0
187225,41747,50979,14,187225,1.0
187226,41747,51005,14,187226,1.0
187227,43077,50963,14,187227,1.0
187228,43105,50932,14,187228,1.0
187229,43255,50598,14,187229,1.0
187230,43144,50580,14,187230,1.0
187231,43264,50465,14,187231,1.0
187232,43198,50210,14,187232,1.0
187233,42869,50310,14,187233,1.0
187234,42868,50343,14,187234,1.0
187235,41501,50270,14,187235,1.0
187236,41477,50333,14,187236,1.0
187237,41567,50344,14,187237,1.0
187238,41536,50377,14,187238,1.0
187239,41488,50547,14,187239,1.0
187240,41467,50603,14,187240,1.0
187241,40999,50535,14,187241,1.0
187242,40924,50713,14,187242,1.0
187243,40934,50750,14,187243,1.0
187244,40909,50761,14,187244,1.0
187245,40861,50785,14,187245,1.0
187246,40865,50693,14,187246,1.0
187247,40883,50659,14,187247,1.0
187248,40908,50645,14,187248,1.0
187249,40765,50610,14,187249,1.0
187250,40729,50544,14,187250,1.0
187251,40643,50583,14,187251,1.0
187252,40629,50179,14,187252,1.0
187253,40517,50771,14,187253,1.0
187254,40472,50777,14,187254,1.0
187255,40491,50715,14,187255,1.0
187256,40428,50594,14,187256,1.0
187257,40402,50570,14,187257,1.0
187258,40532,50693,14,187258,1.0
187259,41007,50381,14,187259,1.0
187260,40384,50317,14,187260,1.0
187261,40486,50257,14,187261,1.0
187262,40732,50212,14,187262,1.0
187263,40696,50858,14,187263,1.0
187264,40737,50853,14,187264,1.0
187265,40847,50935,14,187265,1.0
187266,40898,50896,14,187266,1.0
187267,40840,50808,14,187267,1.0
187268,40833,50833,14,187268,1.0
187269,40687,50663,14,187269,1.0
187270,40718,50621,14,187270,1.0
187271,40601,50685,14,187271,1.0
187272,40445,50651,14,187272,1.0
187274,40405,50663,14,187274,1.0
187275,40381,50639,14,187275,1.0
187276,40466,50887,14,187276,1.0
187277,40480,50915,14,187277,1.0
187278,40472,50957,14,187278,1.0
187279,40479,51001,14,187279,1.0
187280,40594,50928,14,187280,1.0
187281,40604,50955,14,187281,1.0
187282,41059,50890,14,187282,1.0
187283,41430,50404,14,187283,1.0
187284,41302,50192,14,187284,1.0
187285,40493,50545,14,187285,1.0
187286,39589,50414,14,187286,1.0
187287,39655,50560,14,187287,1.0
187288,39707,50563,14,187288,1.0
187289,39626,50638,14,187289,1.0
187290,39635,50664,14,187290,1.0
187291,39549,50835,14,187291,1.0
187293,39541,51013,14,187293,1.0
187294,39519,51108,14,187294,1.0
187295,39730,50987,14,187295,1.0
187296,39710,51088,14,187296,1.0
187297,39751,51249,14,187297,1.0
187298,39778,51270,14,187298,1.0
187299,39860,51148,14,187299,1.0
187300,39871,51106,14,187300,1.0
187301,39972,51151,14,187301,1.0
187302,40031,51136,14,187302,1.0
187303,40028,51102,14,187303,1.0
187304,40015,51076,14,187304,1.0
187305,40047,51078,14,187305,1.0
187306,40059,51127,14,187306,1.0
187307,40141,51117,14,187307,1.0
187308,40168,50979,14,187308,1.0
187309,40287,50877,14,187309,1.0
187311,40306,50777,14,187311,1.0
187313,40261,50875,14,187313,1.0
187314,40157,50807,14,187314,1.0
187315,40019,50745,14,187315,1.0
187316,39978,50666,14,187316,1.0
187317,39966,50558,14,187317,1.0
187319,39827,50424,14,187319,1.0
187320,39804,50926,14,187320,1.0
187321,39844,50950,14,187321,1.0
187322,39952,50819,14,187322,1.0
187323,40908,50948,14,187323,1.0
187324,41012,51162,14,187324,1.0
187325,41105,51076,14,187325,1.0
187326,40148,50587,14,187326,1.0
187327,40182,50479,14,187327,1.0
187328,39822,49896,14,187328,1.0
187329,40004,49804,14,187329,1.0
187330,39999,50078,14,187330,1.0
187331,39952,50192,14,187331,1.0
187332,39734,50138,14,187332,1.0
187333,39747,50200,14,187333,1.0
187334,39750,50247,14,187334,1.0
187335,39671,50320,14,187335,1.0
187337,39639,50325,14,187337,1.0
187338,39628,50008,14,187338,1.0
187339,39612,50059,14,187339,1.0
187340,39631,49869,14,187340,1.0
187341,39250,50019,14,187341,1.0
187342,39204,49986,14,187342,1.0
187343,39119,49970,14,187343,1.0
187344,39090,49972,14,187344,1.0
187345,39106,50072,14,187345,1.0
187346,39089,50123,14,187346,1.0
187347,39052,50138,14,187347,1.0
187348,39153,50155,14,187348,1.0
187349,39195,50200,14,187349,1.0
187350,39240,50217,14,187350,1.0
187351,39168,49850,14,187351,1.0
187352,38835,49831,14,187352,1.0
187353,38693,49916,14,187353,1.0
187354,38682,50107,14,187354,1.0
187355,38703,50203,14,187355,1.0
187356,38931,50291,14,187356,1.0
187357,38866,50450,14,187357,1.0
187358,38885,50597,14,187358,1.0
187359,39003,50206,14,187359,1.0
187360,38711,49943,14,187360,1.0
187361,39463,50316,14,187361,1.0
187362,39572,50128,14,187362,1.0
187363,39592,50522,14,187363,1.0
187364,39552,50547,14,187364,1.0
187365,39513,50608,14,187365,1.0
187366,39376,50462,14,187366,1.0
187367,38932,50449,14,187367,1.0
187369,39203,50081,14,187369,1.0
187370,39147,50045,14,187370,1.0
187371,39036,49985,14,187371,1.0
187372,38826,50127,14,187372,1.0
187373,38833,50084,14,187373,1.0
187374,38795,49737,14,187374,1.0
187375,39086,49359,14,187375,1.0
187376,39158,49445,14,187376,1.0
187377,39105,49475,14,187377,1.0
187378,39138,49495,14,187378,1.0
187379,38840,49630,14,187379,1.0
187380,38735,49623,14,187380,1.0
187381,38689,49518,14,187381,1.0
187382,38560,49257,14,187382,1.0
187383,38557,49221,14,187383,1.0
187384,38657,49231,14,187384,1.0
187385,38734,49240,14,187385,1.0
187386,38888,49184,14,187386,1.0
187387,38912,49210,14,187387,1.0
187388,38936,49260,14,187388,1.0
187389,39140,49165,14,187389,1.0
187390,39142,49214,14,187390,1.0
187391,39594,49208,14,187391,1.0
187392,39604,49175,14,187392,1.0
187393,39565,49155,14,187393,1.0
187396,39278,49671,14,187396,1.0
187397,39920,49582,14,187397,1.0
187398,40055,49567,14,187398,1.0
187399,40067,49473,14,187399,1.0
187401,40040,49245,14,187401,1.0
187402,39512,49202,14,187402,1.0
187406,63537,22387,14,187406,1.0
187408,51273,56867,14,187408,1.0
187409,51658,56983,14,187409,1.0
187410,51625,56882,14,187410,1.0
187411,28387,54075,14,187411,1.0
187413,75742,22386,15,187413,1.0
187414,75744,22333,15,187414,1.0
187415,75842,22431,15,187415,1.0
187416,75697,21915,15,187416,1.0
187417,75433,21833,15,187417,1.0
187419,31510,57962,15,187419,1.0
187420,31424,58002,15,187420,1.0
187421,31282,57878,15,187421,1.0
187422,31108,57595,15,187422,1.0
187423,31030,57513,15,187423,1.0
187426,23994,50371,15,187426,1.0
187427,23959,50398,15,187427,1.0
187428,23876,50498,15,187428,1.0
187429,23826,50478,15,187429,1.0
187430,33066,64811,15,187430,1.0
187431,71468,15983,15,187431,1.0
187432,71424,15910,15,187432,1.0
187433,72244,15455,15,187433,1.0
187434,72285,15603,15,187434,1.0
187435,72373,15832,15,187435,1.0
187437,69028,24311,15,187437,1.0
187438,69008,24202,15,187438,1.0
187439,68614,24035,15,187439,1.0
187440,78702,13559,15,187440,1.0
187441,78994,13731,15,187441,1.0
187442,78113,13903,15,187442,1.0
187443,76805,10675,15,187443,1.0
187444,76802,10573,15,187444,1.0
187445,76902,10549,15,187445,1.0
187446,69526,24042,15,187446,1.0
187447,32085,65559,15,187447,1.0
187448,32009,65684,15,187448,1.0
187449,32090,66125,15,187449,1.0
187450,32283,66056,15,187450,1.0
187451,78688,14531,15,187451,1.0
187452,78613,14410,15,187452,1.0
187453,78259,14463,15,187453,1.0
187454,65421,20424,15,187454,1.0
187455,78363,10597,15,187455,1.0
187456,78166,10505,15,187456,1.0
187457,78656,10770,15,187457,1.0
187458,78596,10706,15,187458,1.0
187459,78604,10631,15,187459,1.0
187460,79208,10681,15,187460,1.0
187461,79252,10698,15,187461,1.0
187462,79418,10558,15,187462,1.0
187463,79370,10890,15,187463,1.0
187464,79366,11124,15,187464,1.0
187466,70452,15695,15,187466,1.0
187467,70518,15638,15,187467,1.0
187468,70494,15563,15,187468,1.0
187469,70391,15603,15,187469,1.0
187470,70382,15548,15,187470,1.0
187471,37118,72857,15,187471,1.0
187472,36990,72780,15,187472,1.0
187473,36638,72783,15,187473,1.0
187474,36509,72701,15,187474,1.0
187475,36441,72782,15,187475,1.0
187476,62989,29865,15,187476,1.0
187477,62696,29887,15,187477,1.0
187478,9184,58117,15,187478,1.0
187479,9162,58071,15,187479,1.0
187480,9514,58488,15,187480,1.0
187481,9413,58526,15,187481,1.0
187482,9657,58506,15,187482,1.0
187483,9633,58381,15,187483,1.0
187484,9580,58012,15,187484,1.0
187485,70419,14917,15,187485,1.0
187486,70676,14881,15,187486,1.0
187487,70739,14891,15,187487,1.0
187488,70800,14893,15,187488,1.0
187489,70882,14828,15,187489,1.0
187490,70699,15400,15,187490,1.0
187491,70961,15591,15,187491,1.0
187492,71025,15522,15,187492,1.0
187493,69836,15251,15,187493,1.0
187494,69953,15203,15,187494,1.0
187495,69900,15127,15,187495,1.0
187496,69737,14932,15,187496,1.0
187498,9279,56938,15,187498,1.0
187499,9054,56658,15,187499,1.0
187501,39104,73672,15,187501,1.0
187502,39144,73604,15,187502,1.0
187503,16917,47768,15,187503,1.0
187504,19973,65893,15,187504,1.0
187505,20062,66109,15,187505,1.0
187506,36614,72409,15,187506,1.0
187507,20952,65660,15,187507,1.0
187508,20959,65578,15,187508,1.0
187509,21055,65680,15,187509,1.0
187510,11725,58187,15,187510,1.0
187511,11796,58102,15,187511,1.0
187512,63093,20026,15,187512,1.0
187513,63520,20079,15,187513,1.0
187514,63512,19949,15,187514,1.0
187516,38032,73789,15,187516,1.0
187517,71070,25091,15,187517,1.0
187518,18483,66131,15,187518,1.0
187519,19913,65412,15,187519,1.0
187521,20315,65789,15,187521,1.0
187522,79447,10594,15,187522,1.0
187523,79418,10222,15,187523,1.0
187524,75418,21612,15,187524,1.0
187525,71541,15938,15,187525,1.0
187526,59862,29359,15,187526,1.0
187527,59921,29328,15,187527,1.0
187528,59985,29389,15,187528,1.0
187529,59999,29447,15,187529,1.0
187530,59967,29458,15,187530,1.0
187531,60336,29789,15,187531,1.0
187532,60365,29830,15,187532,1.0
187533,60176,29220,15,187533,1.0
187534,61274,29457,15,187534,1.0
187535,61604,29598,15,187535,1.0
187538,61265,29898,15,187538,1.0
187539,61332,29810,15,187539,1.0
187540,61547,29590,15,187540,1.0
187541,60919,29286,15,187541,1.0
187542,60654,29879,15,187542,1.0
187543,60664,29837,15,187543,1.0
187544,60596,29622,15,187544,1.0
187545,60382,29460,15,187545,1.0
187546,60234,29778,15,187546,1.0
187547,60139,29670,15,187547,1.0
187548,61343,30006,15,187548,1.0
187549,61309,29963,15,187549,1.0
187550,61457,29935,15,187550,1.0
187551,61505,29976,15,187551,1.0
187552,61202,30230,15,187552,1.0
187553,60754,30031,15,187553,1.0
187554,60718,30105,15,187554,1.0
187555,60888,30366,15,187555,1.0
187556,60833,30176,15,187556,1.0
187557,60763,30196,15,187557,1.0
187558,60973,30429,15,187558,1.0
187559,60625,30626,15,187559,1.0
187560,61887,30384,15,187560,1.0
187561,61929,30523,15,187561,1.0
187563,61702,31002,15,187563,1.0
187564,61969,30903,15,187564,1.0
187565,61531,30669,15,187565,1.0
187566,61403,30631,15,187566,1.0
187567,62539,30920,15,187567,1.0
187568,63143,31015,15,187568,1.0
187569,63205,31006,15,187569,1.0
187570,63947,30989,15,187570,1.0
187571,63932,30962,15,187571,1.0
187572,63903,30934,15,187572,1.0
187573,63907,30880,15,187573,1.0
187574,63874,30873,15,187574,1.0
187575,63931,30717,15,187575,1.0
187576,63927,30620,15,187576,1.0
187577,64101,30614,15,187577,1.0
187578,64072,30921,15,187578,1.0
187579,64034,30950,15,187579,1.0
187580,64037,30855,15,187580,1.0
187581,63746,30905,15,187581,1.0
187582,63724,30932,15,187582,1.0
187583,63716,31155,15,187583,1.0
187585,63641,31012,15,187585,1.0
187586,63170,30884,15,187586,1.0
187587,63990,31076,15,187587,1.0
187588,63386,31003,15,187588,1.0
187589,63463,31130,15,187589,1.0
187590,64357,29934,15,187590,1.0
187591,64377,29967,15,187591,1.0
187592,64414,29973,15,187592,1.0
187593,64488,29579,15,187593,1.0
187594,64282,29716,15,187594,1.0
187597,64843,30051,15,187597,1.0
187598,64912,29910,15,187598,1.0
187599,65181,29547,15,187599,1.0
187600,65198,29589,15,187600,1.0
187601,64875,29310,15,187601,1.0
187602,64873,29250,15,187602,1.0
187603,64860,29224,15,187603,1.0
187604,64618,29376,15,187604,1.0
187605,64861,29418,15,187605,1.0
187606,64943,29536,15,187606,1.0
187607,65056,29355,15,187607,1.0
187608,65233,29294,15,187608,1.0
187609,65214,29245,15,187609,1.0
187610,65321,29246,15,187610,1.0
187611,65283,29098,15,187611,1.0
187612,64174,29246,15,187612,1.0
187614,64050,29326,15,187614,1.0
187615,64017,29323,15,187615,1.0
187616,63995,29356,15,187616,1.0
187617,64057,29182,15,187617,1.0
187618,64014,29184,15,187618,1.0
187619,64012,29217,15,187619,1.0
187620,63874,29152,15,187620,1.0
187621,63868,29121,15,187621,1.0
187622,63832,29141,15,187622,1.0
187623,63805,29169,15,187623,1.0
187624,63766,29170,15,187624,1.0
187626,63980,29330,15,187626,1.0
187627,63988,29287,15,187627,1.0
187628,64090,29414,15,187628,1.0
187629,63896,29493,15,187629,1.0
187630,63718,29434,15,187630,1.0
187631,63691,29419,15,187631,1.0
187632,63642,29444,15,187632,1.0
187633,63661,29483,15,187633,1.0
187634,63641,29524,15,187634,1.0
187635,63677,29546,15,187635,1.0
187636,63655,29576,15,187636,1.0
187637,63608,29583,15,187637,1.0
187638,63535,29448,15,187638,1.0
187639,63503,29381,15,187639,1.0
187640,63389,29662,15,187640,1.0
187641,63421,29613,15,187641,1.0
187642,63368,29640,15,187642,1.0
187643,63770,29545,15,187643,1.0
187645,63773,29427,15,187645,1.0
187646,63907,29414,15,187646,1.0
187647,63858,29430,15,187647,1.0
187648,63693,29496,15,187648,1.0
187649,63644,29735,15,187649,1.0
187650,63639,29765,15,187650,1.0
187651,63741,29978,15,187651,1.0
187652,63728,30004,15,187652,1.0
187653,63696,30015,15,187653,1.0
187654,63796,30005,15,187654,1.0
187656,63887,30061,15,187656,1.0
187657,63914,30084,15,187657,1.0
187658,63901,30016,15,187658,1.0
187659,63829,29916,15,187659,1.0
187661,63783,29897,15,187661,1.0
187662,63817,30114,15,187662,1.0
187663,63796,30135,15,187663,1.0
187664,63768,30145,15,187664,1.0
187666,63823,30194,15,187666,1.0
187667,63414,29836,15,187667,1.0
187668,63374,29822,15,187668,1.0
187670,63387,29855,15,187670,1.0
187671,63334,29895,15,187671,1.0
187672,63044,29984,15,187672,1.0
187674,63202,29920,15,187674,1.0
187675,63128,29965,15,187675,1.0
187678,63350,29283,15,187678,1.0
187679,63377,29368,15,187679,1.0
187680,63140,29266,15,187680,1.0
187681,63103,29247,15,187681,1.0
187682,62897,29278,15,187682,1.0
187684,62867,29264,15,187684,1.0
187685,62897,29136,15,187685,1.0
187686,62862,29127,15,187686,1.0
187687,62826,29137,15,187687,1.0
187688,62754,29084,15,187688,1.0
187689,63935,28979,15,187689,1.0
187690,62498,28635,15,187690,1.0
187691,62477,28589,15,187691,1.0
187692,62457,28623,15,187692,1.0
187694,62501,28934,15,187694,1.0
187695,61821,28625,15,187695,1.0
187696,61771,28578,15,187696,1.0
187697,61789,28532,15,187697,1.0
187698,61790,28497,15,187698,1.0
187699,61808,28469,15,187699,1.0
187700,61809,28420,15,187700,1.0
187701,61731,28445,15,187701,1.0
187702,61735,28480,15,187702,1.0
187703,61607,28593,15,187703,1.0
187704,61561,28537,15,187704,1.0
187705,61574,28498,15,187705,1.0
187706,61739,28925,15,187706,1.0
187707,61605,28855,15,187707,1.0
187708,61927,28723,15,187708,1.0
187709,61832,28724,15,187709,1.0
187711,62884,28678,15,187711,1.0
187712,61616,28184,15,187712,1.0
187713,61627,28112,15,187713,1.0
187714,61357,28051,15,187714,1.0
187716,61688,28363,15,187716,1.0
187717,61660,28308,15,187717,1.0
187718,62186,28678,15,187718,1.0
187720,61167,27871,15,187720,1.0
187721,61171,27841,15,187721,1.0
187722,61095,27737,15,187722,1.0
187723,61079,27701,15,187723,1.0
187724,60812,27662,15,187724,1.0
187725,60574,27897,15,187725,1.0
187726,60092,28012,15,187726,1.0
187727,60136,28091,15,187727,1.0
187729,60664,27742,15,187729,1.0
187730,61005,27942,15,187730,1.0
187731,60062,27685,15,187731,1.0
187732,60027,27689,15,187732,1.0
187733,59818,28114,15,187733,1.0
187734,60196,27607,15,187734,1.0
187736,60348,27564,15,187736,1.0
187737,60425,27577,15,187737,1.0
187738,59063,28302,15,187738,1.0
187739,59010,28256,15,187739,1.0
187740,59333,26907,15,187740,1.0
187742,59354,26951,15,187742,1.0
187743,60036,26754,15,187743,1.0
187744,60747,26596,15,187744,1.0
187745,60703,26528,15,187745,1.0
187747,60900,26491,15,187747,1.0
187748,60774,27154,15,187748,1.0
187749,60783,27208,15,187749,1.0
187750,60734,27251,15,187750,1.0
187751,60522,26795,15,187751,1.0
187752,61430,26914,15,187752,1.0
187753,61324,27151,15,187753,1.0
187755,61311,27580,15,187755,1.0
187756,62355,27101,15,187756,1.0
187757,62376,26954,15,187757,1.0
187758,62380,27341,15,187758,1.0
187759,62451,27289,15,187759,1.0
187760,62486,27318,15,187760,1.0
187761,63099,27236,15,187761,1.0
187762,62430,28010,15,187762,1.0
187763,61695,26656,15,187763,1.0
187765,63649,27705,15,187765,1.0
187766,63663,27752,15,187766,1.0
187768,63522,27688,15,187768,1.0
187770,63689,27460,15,187770,1.0
187771,63711,27417,15,187771,1.0
187772,64251,27227,15,187772,1.0
187773,64293,27241,15,187773,1.0
187774,64315,27264,15,187774,1.0
187776,64237,27370,15,187776,1.0
187777,64217,27323,15,187777,1.0
187779,64206,27277,15,187779,1.0
187780,64035,27651,15,187780,1.0
187781,64215,27545,15,187781,1.0
187782,64229,27576,15,187782,1.0
187783,64265,27569,15,187783,1.0
187784,64293,27603,15,187784,1.0
187785,64124,27514,15,187785,1.0
187786,63882,27935,15,187786,1.0
187787,64695,28245,15,187787,1.0
187788,64786,28365,15,187788,1.0
187790,64853,28354,15,187790,1.0
187791,64882,28405,15,187791,1.0
187792,64904,28372,15,187792,1.0
187793,64958,28323,15,187793,1.0
187794,64951,28450,15,187794,1.0
187795,64983,28453,15,187795,1.0
187796,65010,28433,15,187796,1.0
187797,64864,28445,15,187797,1.0
187798,64811,28413,15,187798,1.0
187799,64842,28392,15,187799,1.0
187801,64720,28459,15,187801,1.0
187802,64687,28476,15,187802,1.0
187803,64709,28419,15,187803,1.0
187804,64561,28341,15,187804,1.0
187805,64522,28312,15,187805,1.0
187806,64465,28413,15,187806,1.0
187807,64830,28441,15,187807,1.0
187808,64167,28306,15,187808,1.0
187809,64046,28330,15,187809,1.0
187810,63996,28374,15,187810,1.0
187811,63924,28383,15,187811,1.0
187812,64015,28068,15,187812,1.0
187814,64360,27956,15,187814,1.0
187815,64297,27938,15,187815,1.0
187816,64360,27994,15,187816,1.0
187817,64398,27530,15,187817,1.0
187818,64394,27623,15,187818,1.0
187819,65050,27919,15,187819,1.0
187820,64938,27888,15,187820,1.0
187821,65117,27927,15,187821,1.0
187822,65024,28073,15,187822,1.0
187823,65003,28177,15,187823,1.0
187824,64965,28163,15,187824,1.0
187826,64234,28493,15,187826,1.0
187827,64234,28448,15,187827,1.0
187828,64183,28427,15,187828,1.0
187829,64083,28431,15,187829,1.0
187830,64052,28459,15,187830,1.0
187832,64086,28380,15,187832,1.0
187833,64083,28237,15,187833,1.0
187834,64088,28157,15,187834,1.0
187835,64141,28194,15,187835,1.0
187836,63525,27497,15,187836,1.0
187837,63509,27465,15,187837,1.0
187838,63466,27505,15,187838,1.0
187840,63587,27268,15,187840,1.0
187841,63576,27219,15,187841,1.0
187842,63668,27223,15,187842,1.0
187843,63753,27534,15,187843,1.0
187844,63827,27575,15,187844,1.0
187845,66160,29011,15,187845,1.0
187846,66044,28784,15,187846,1.0
187847,65982,28811,15,187847,1.0
187848,65981,28721,15,187848,1.0
187849,66036,28888,15,187849,1.0
187850,66069,28905,15,187850,1.0
187851,66119,29191,15,187851,1.0
187852,66626,28466,15,187852,1.0
187854,63818,30767,15,187854,1.0
187856,63841,30738,15,187856,1.0
187857,64246,31355,15,187857,1.0
187858,64199,31354,15,187858,1.0
187859,65571,31107,15,187859,1.0
187860,65590,31133,15,187860,1.0
187861,65616,31112,15,187861,1.0
187862,65656,31112,15,187862,1.0
187863,65734,31079,15,187863,1.0
187865,65762,31155,15,187865,1.0
187866,64435,31883,15,187866,1.0
187867,65458,33848,15,187867,1.0
187869,65425,33845,15,187869,1.0
187870,65349,33833,15,187870,1.0
187871,65293,33811,15,187871,1.0
187872,65340,33982,15,187872,1.0
187878,65403,34058,15,187878,1.0
187881,65282,34081,15,187881,1.0
187884,65259,34013,15,187884,1.0
187886,65192,33938,15,187886,1.0
187890,65220,34027,15,187890,1.0
187891,65123,34180,15,187891,1.0
187892,65154,34215,15,187892,1.0
187893,64983,34197,15,187893,1.0
187894,64927,34221,15,187894,1.0
187895,64943,34185,15,187895,1.0
187896,65026,34075,15,187896,1.0
187897,65008,34030,15,187897,1.0
187898,64964,34013,15,187898,1.0
187899,64986,33976,15,187899,1.0
187900,65078,34028,15,187900,1.0
187901,65118,34044,15,187901,1.0
187906,65151,34008,15,187906,1.0
187908,65324,33853,15,187908,1.0
187909,65335,33915,15,187909,1.0
187910,65366,33932,15,187910,1.0
187911,65064,33971,15,187911,1.0
187912,65182,34049,15,187912,1.0
187913,65061,34100,15,187913,1.0
187914,65349,33873,15,187914,1.0
187915,65067,34176,15,187915,1.0
187916,65023,34239,15,187916,1.0
187917,65168,34073,15,187917,1.0
187918,65281,33887,15,187918,1.0
187919,65298,33966,15,187919,1.0
187920,62692,34016,15,187920,1.0
187921,62771,34323,15,187921,1.0
187922,62926,34150,15,187922,1.0
187923,63044,34187,15,187923,1.0
187924,63036,34226,15,187924,1.0
187926,63144,34340,15,187926,1.0
187927,63213,34171,15,187927,1.0
187928,63162,34162,15,187928,1.0
187929,63921,34686,15,187929,1.0
187930,63769,34686,15,187930,1.0
187932,63589,34849,15,187932,1.0
187933,63476,34967,15,187933,1.0
187934,63457,34991,15,187934,1.0
187935,63400,34725,15,187935,1.0
187936,63348,34739,15,187936,1.0
187937,63410,34981,15,187937,1.0
187938,63494,35034,15,187938,1.0
187939,63978,34835,15,187939,1.0
187941,63989,34769,15,187941,1.0
187942,64000,34519,15,187942,1.0
187943,63891,34477,15,187943,1.0
187944,62833,34620,15,187944,1.0
187945,62877,34604,15,187945,1.0
187946,62925,34446,15,187946,1.0
187947,63944,35032,15,187947,1.0
187948,63777,35399,15,187948,1.0
187949,56971,24306,15,187949,1.0
187950,56952,24333,15,187950,1.0
187952,57157,24176,15,187952,1.0
187953,57123,24157,15,187953,1.0
187954,57639,24253,15,187954,1.0
187955,57729,24390,15,187955,1.0
187956,57716,24419,15,187956,1.0
187957,57761,24424,15,187957,1.0
187958,57651,24299,15,187958,1.0
187959,57840,24366,15,187959,1.0
187960,57708,24510,15,187960,1.0
187961,57731,24490,15,187961,1.0
187962,57687,24570,15,187962,1.0
187963,57699,24632,15,187963,1.0
187964,57682,24691,15,187964,1.0
187965,57566,24673,15,187965,1.0
187966,57535,24690,15,187966,1.0
187967,57507,24672,15,187967,1.0
187969,57357,24481,15,187969,1.0
187971,57308,24444,15,187971,1.0
187973,57288,24369,15,187973,1.0
187974,57308,24337,15,187974,1.0
187976,56893,24540,15,187976,1.0
187977,56866,24544,15,187977,1.0
187978,57436,24729,15,187978,1.0
187980,57451,24777,15,187980,1.0
187981,57026,24356,15,187981,1.0
187985,57443,24377,15,187985,1.0
187986,57483,24395,15,187986,1.0
187987,57560,24266,15,187987,1.0
187988,57571,24463,15,187988,1.0
187991,56961,24533,15,187991,1.0
187992,56893,24459,15,187992,1.0
187994,57255,24456,15,187994,1.0
187995,57251,24393,15,187995,1.0
187997,57075,24435,15,187997,1.0
187999,57041,24553,15,187999,1.0
188000,57051,24582,15,188000,1.0
188001,57016,24577,15,188001,1.0
188002,57288,24511,15,188002,1.0
188004,62231,33898,15,188004,1.0
188005,62252,33917,15,188005,1.0
188007,62368,33987,15,188007,1.0
188009,62381,33962,15,188009,1.0
188010,62617,33869,15,188010,1.0
188011,62560,34064,15,188011,1.0
188013,62620,34209,15,188013,1.0
188014,62722,34211,15,188014,1.0
188015,62859,34298,15,188015,1.0
188016,62319,34289,15,188016,1.0
188017,61905,34602,15,188017,1.0
188018,62021,34486,15,188018,1.0
188019,61758,34494,15,188019,1.0
188021,61598,34474,15,188021,1.0
188022,62203,34539,15,188022,1.0
188023,62175,36266,15,188023,1.0
188024,62107,36235,15,188024,1.0
188025,62166,36337,15,188025,1.0
188026,61992,36468,15,188026,1.0
188027,62048,36464,15,188027,1.0
188028,61985,36494,15,188028,1.0
188029,62390,36449,15,188029,1.0
188030,34288,69107,15,188030,1.0
188031,34331,69062,15,188031,1.0
188033,34352,68940,15,188033,1.0
188034,34331,68904,15,188034,1.0
188035,34308,68868,15,188035,1.0
188036,34571,69061,15,188036,1.0
188037,34635,69092,15,188037,1.0
188038,34639,68997,15,188038,1.0
188039,34493,69008,15,188039,1.0
188040,34532,68952,15,188040,1.0
188041,34408,69165,15,188041,1.0
188042,34362,69142,15,188042,1.0
188043,34315,69143,15,188043,1.0
188044,34283,69169,15,188044,1.0
188045,34278,69199,15,188045,1.0
188046,34256,69169,15,188046,1.0
188047,34226,69167,15,188047,1.0
188048,34238,69203,15,188048,1.0
188049,34328,69201,15,188049,1.0
188050,34364,69228,15,188050,1.0
188052,34320,69256,15,188052,1.0
188053,34509,69223,15,188053,1.0
188054,34515,69252,15,188054,1.0
188055,34572,69249,15,188055,1.0
188056,34642,69190,15,188056,1.0
188057,34643,69237,15,188057,1.0
188058,34689,69257,15,188058,1.0
188059,34706,69282,15,188059,1.0
188060,34736,69337,15,188060,1.0
188061,34746,69367,15,188061,1.0
188062,34501,69349,15,188062,1.0
188063,34473,69352,15,188063,1.0
188064,34375,69287,15,188064,1.0
188065,34592,69386,15,188065,1.0
188066,34556,69360,15,188066,1.0
188067,34505,69439,15,188067,1.0
